,Area,fips,Value
1426,Colorado (Nonmetropolitan Portion),8043,104.2752868
1427,Colorado (Nonmetropolitan Portion),8045,104.2752868
1429,Colorado (Nonmetropolitan Portion),8049,104.2752868
1430,Colorado (Nonmetropolitan Portion),8051,104.2752868
1431,Colorado (Nonmetropolitan Portion),8025,104.2752868
1432,Colorado (Nonmetropolitan Portion),8027,104.2752868
1433,Colorado (Nonmetropolitan Portion),8109,104.2752868
1434,Colorado (Nonmetropolitan Portion),8111,104.2752868
1435,Colorado (Nonmetropolitan Portion),8113,104.2752868
1436,Colorado (Nonmetropolitan Portion),8115,104.2752868
1437,Colorado (Nonmetropolitan Portion),8117,104.2752868
1439,Colorado (Nonmetropolitan Portion),8121,104.2752868
1442,Colorado (Nonmetropolitan Portion),8021,104.2752868
1443,Colorado (Nonmetropolitan Portion),8023,104.2752868
1445,Colorado (Nonmetropolitan Portion),8079,104.2752868
1446,Colorado (Nonmetropolitan Portion),8081,104.2752868
1447,Colorado (Nonmetropolitan Portion),8083,104.2752868
1448,Colorado (Nonmetropolitan Portion),8085,104.2752868
1449,Colorado (Nonmetropolitan Portion),8087,104.2752868
1450,Colorado (Nonmetropolitan Portion),8063,104.2752868
1451,Colorado (Nonmetropolitan Portion),8065,104.2752868
1452,Colorado (Nonmetropolitan Portion),8067,104.2752868
1454,Colorado (Nonmetropolitan Portion),8125,104.2752868
1455,Colorado (Nonmetropolitan Portion),8099,104.2752868
1457,Colorado (Nonmetropolitan Portion),8103,104.2752868
1458,Colorado (Nonmetropolitan Portion),8105,104.2752868
1459,Colorado (Nonmetropolitan Portion),8107,104.2752868
1460,Colorado (Nonmetropolitan Portion),8091,104.2752868
1462,Colorado (Nonmetropolitan Portion),8095,104.2752868
1463,Colorado (Nonmetropolitan Portion),8089,104.2752868
1464,Colorado (Nonmetropolitan Portion),8071,104.2752868
1465,Colorado (Nonmetropolitan Portion),8073,104.2752868
1466,Colorado (Nonmetropolitan Portion),8075,104.2752868
1467,Colorado (Nonmetropolitan Portion),8097,104.2752868
1469,Colorado (Nonmetropolitan Portion),8015,104.2752868
1470,Colorado (Nonmetropolitan Portion),8011,104.2752868
1472,Colorado (Nonmetropolitan Portion),8017,104.2752868
1478,Connecticut (Nonmetropolitan Portion),9005,97.18172983
1483,Florida (Nonmetropolitan Portion),12047,110.4972376
1485,Florida (Nonmetropolitan Portion),12063,110.4972376
1487,Florida (Nonmetropolitan Portion),12043,110.4972376
1491,Florida (Nonmetropolitan Portion),12067,110.4972376
1492,Florida (Nonmetropolitan Portion),12051,110.4972376
1495,Florida (Nonmetropolitan Portion),12049,110.4972376
1496,Florida (Nonmetropolitan Portion),12059,110.4972376
1498,Florida (Nonmetropolitan Portion),12087,110.4972376
1501,Florida (Nonmetropolitan Portion),12093,110.4972376
1504,Florida (Nonmetropolitan Portion),12075,110.4972376
1505,Florida (Nonmetropolitan Portion),12077,110.4972376
1506,Florida (Nonmetropolitan Portion),12079,110.4972376
1515,Florida (Nonmetropolitan Portion),12121,110.4972376
1516,Florida (Nonmetropolitan Portion),12123,110.4972376
1517,Florida (Nonmetropolitan Portion),12125,110.4972376
1521,Florida (Nonmetropolitan Portion),12133,110.4972376
1527,Florida (Nonmetropolitan Portion),12007,110.4972376
1530,Florida (Nonmetropolitan Portion),12013,110.4972376
1535,Florida (Nonmetropolitan Portion),12023,110.4972376
1536,Florida (Nonmetropolitan Portion),12027,110.4972376
1537,Florida (Nonmetropolitan Portion),12029,110.4972376
1541,Florida (Nonmetropolitan Portion),12037,110.4972376
1546,Florida (Nonmetropolitan Portion),12107,110.4972376
1548,Georgia (Nonmetropolitan Portion),13017,117.6470588
1552,Georgia (Nonmetropolitan Portion),13019,117.6470588
1553,Georgia (Nonmetropolitan Portion),13011,117.6470588
1555,Georgia (Nonmetropolitan Portion),13069,117.6470588
1556,Georgia (Nonmetropolitan Portion),13009,117.6470588
1558,Georgia (Nonmetropolitan Portion),13075,117.6470588
1559,Georgia (Nonmetropolitan Portion),13023,117.6470588
1560,Georgia (Nonmetropolitan Portion),13071,117.6470588
1561,Georgia (Nonmetropolitan Portion),13001,117.6470588
1562,Georgia (Nonmetropolitan Portion),13003,117.6470588
1563,Georgia (Nonmetropolitan Portion),13005,117.6470588
1564,Georgia (Nonmetropolitan Portion),13087,117.6470588
1566,Georgia (Nonmetropolitan Portion),13091,117.6470588
1567,Georgia (Nonmetropolitan Portion),13093,117.6470588
1570,Georgia (Nonmetropolitan Portion),13099,117.6470588
1574,Georgia (Nonmetropolitan Portion),13081,117.6470588
1577,Georgia (Nonmetropolitan Portion),13031,117.6470588
1580,Georgia (Nonmetropolitan Portion),13037,117.6470588
1581,Georgia (Nonmetropolitan Portion),13039,117.6470588
1582,Georgia (Nonmetropolitan Portion),13043,117.6470588
1586,Georgia (Nonmetropolitan Portion),13105,117.6470588
1591,Georgia (Nonmetropolitan Portion),13061,117.6470588
1593,Georgia (Nonmetropolitan Portion),13065,117.6470588
1598,Georgia (Nonmetropolitan Portion),13155,117.6470588
1599,Georgia (Nonmetropolitan Portion),13157,117.6470588
1601,Georgia (Nonmetropolitan Portion),13161,117.6470588
1602,Georgia (Nonmetropolitan Portion),13163,117.6470588
1603,Georgia (Nonmetropolitan Portion),13165,117.6470588
1604,Georgia (Nonmetropolitan Portion),13167,117.6470588
1608,Georgia (Nonmetropolitan Portion),13175,117.6470588
1614,Georgia (Nonmetropolitan Portion),13187,117.6470588
1617,Georgia (Nonmetropolitan Portion),13193,117.6470588
1621,Georgia (Nonmetropolitan Portion),13201,117.6470588
1622,Georgia (Nonmetropolitan Portion),13205,117.6470588
1624,Georgia (Nonmetropolitan Portion),13209,117.6470588
1625,Georgia (Nonmetropolitan Portion),13049,117.6470588
1628,Georgia (Nonmetropolitan Portion),13055,117.6470588
1634,Georgia (Nonmetropolitan Portion),13229,117.6470588
1636,Georgia (Nonmetropolitan Portion),13233,117.6470588
1638,Georgia (Nonmetropolitan Portion),13237,117.6470588
1639,Georgia (Nonmetropolitan Portion),13239,117.6470588
1640,Georgia (Nonmetropolitan Portion),13241,117.6470588
1641,Georgia (Nonmetropolitan Portion),13243,117.6470588
1644,Georgia (Nonmetropolitan Portion),13249,117.6470588
1645,Georgia (Nonmetropolitan Portion),13251,117.6470588
1646,Georgia (Nonmetropolitan Portion),13253,117.6470588
1648,Georgia (Nonmetropolitan Portion),13257,117.6470588
1649,Georgia (Nonmetropolitan Portion),13259,117.6470588
1650,Georgia (Nonmetropolitan Portion),13261,117.6470588
1651,Georgia (Nonmetropolitan Portion),13263,117.6470588
1652,Georgia (Nonmetropolitan Portion),13265,117.6470588
1653,Georgia (Nonmetropolitan Portion),13267,117.6470588
1654,Georgia (Nonmetropolitan Portion),13269,117.6470588
1655,Georgia (Nonmetropolitan Portion),13271,117.6470588
1657,Georgia (Nonmetropolitan Portion),13275,117.6470588
1658,Georgia (Nonmetropolitan Portion),13277,117.6470588
1659,Georgia (Nonmetropolitan Portion),13279,117.6470588
1660,Georgia (Nonmetropolitan Portion),13281,117.6470588
1661,Georgia (Nonmetropolitan Portion),13283,117.6470588
1662,Georgia (Nonmetropolitan Portion),13285,117.6470588
1663,Georgia (Nonmetropolitan Portion),13287,117.6470588
1665,Georgia (Nonmetropolitan Portion),13291,117.6470588
1666,Georgia (Nonmetropolitan Portion),13293,117.6470588
1669,Georgia (Nonmetropolitan Portion),13299,117.6470588
1670,Georgia (Nonmetropolitan Portion),13301,117.6470588
1671,Georgia (Nonmetropolitan Portion),13303,117.6470588
1672,Georgia (Nonmetropolitan Portion),13305,117.6470588
1673,Georgia (Nonmetropolitan Portion),13307,117.6470588
1674,Georgia (Nonmetropolitan Portion),13309,117.6470588
1675,Georgia (Nonmetropolitan Portion),13311,117.6470588
1677,Georgia (Nonmetropolitan Portion),13315,117.6470588
1678,Georgia (Nonmetropolitan Portion),13317,117.6470588
1679,Georgia (Nonmetropolitan Portion),13319,117.6470588
1681,Georgia (Nonmetropolitan Portion),13131,117.6470588
1682,Georgia (Nonmetropolitan Portion),13107,117.6470588
1683,Georgia (Nonmetropolitan Portion),13109,117.6470588
1684,Georgia (Nonmetropolitan Portion),13111,117.6470588
1688,Georgia (Nonmetropolitan Portion),13119,117.6470588
1690,Georgia (Nonmetropolitan Portion),13123,117.6470588
1691,Georgia (Nonmetropolitan Portion),13125,117.6470588
1693,Georgia (Nonmetropolitan Portion),13129,117.6470588
1695,Georgia (Nonmetropolitan Portion),13133,117.6470588
1697,Georgia (Nonmetropolitan Portion),13137,117.6470588
1698,Georgia (Nonmetropolitan Portion),13147,117.6470588
1699,Georgia (Nonmetropolitan Portion),13141,117.6470588
1707,Hawaii (Nonmetropolitan Portion),15001,99.9000999
1710,Hawaii (Nonmetropolitan Portion),15007,99.9000999
1711,Idaho (Nonmetropolitan Portion),16011,110.1321586
1712,Idaho (Nonmetropolitan Portion),16013,110.1321586
1714,Idaho (Nonmetropolitan Portion),16017,110.1321586
1716,Idaho (Nonmetropolitan Portion),16063,110.1321586
1718,Idaho (Nonmetropolitan Portion),16007,110.1321586
1719,Idaho (Nonmetropolitan Portion),16009,110.1321586
1720,Idaho (Nonmetropolitan Portion),16071,110.1321586
1721,Idaho (Nonmetropolitan Portion),16065,110.1321586
1722,Idaho (Nonmetropolitan Portion),16067,110.1321586
1725,Idaho (Nonmetropolitan Portion),16003,110.1321586
1726,Idaho (Nonmetropolitan Portion),16083,110.1321586
1727,Idaho (Nonmetropolitan Portion),16085,110.1321586
1728,Idaho (Nonmetropolitan Portion),16087,110.1321586
1729,Idaho (Nonmetropolitan Portion),16033,110.1321586
1730,Idaho (Nonmetropolitan Portion),16035,110.1321586
1731,Idaho (Nonmetropolitan Portion),16037,110.1321586
1732,Idaho (Nonmetropolitan Portion),16039,110.1321586
1735,Idaho (Nonmetropolitan Portion),16075,110.1321586
1736,Idaho (Nonmetropolitan Portion),16077,110.1321586
1737,Idaho (Nonmetropolitan Portion),16079,110.1321586
1738,Idaho (Nonmetropolitan Portion),16081,110.1321586
1740,Idaho (Nonmetropolitan Portion),16029,110.1321586
1741,Idaho (Nonmetropolitan Portion),16031,110.1321586
1742,Idaho (Nonmetropolitan Portion),16059,110.1321586
1743,Idaho (Nonmetropolitan Portion),16061,110.1321586
1744,Idaho (Nonmetropolitan Portion),16043,110.1321586
1745,Idaho (Nonmetropolitan Portion),16021,110.1321586
1747,Idaho (Nonmetropolitan Portion),16025,110.1321586
1748,Idaho (Nonmetropolitan Portion),16053,110.1321586
1750,Idaho (Nonmetropolitan Portion),16057,110.1321586
1751,Idaho (Nonmetropolitan Portion),16047,110.1321586
1752,Idaho (Nonmetropolitan Portion),16049,110.1321586
1755,Illinois (Nonmetropolitan Portion),17011,117.370892
1758,Illinois (Nonmetropolitan Portion),17009,117.370892
1759,Illinois (Nonmetropolitan Portion),17001,117.370892
1761,Illinois (Nonmetropolitan Portion),17057,117.370892
1762,Illinois (Nonmetropolitan Portion),17059,117.370892
1763,Illinois (Nonmetropolitan Portion),17061,117.370892
1766,Illinois (Nonmetropolitan Portion),17075,117.370892
1768,Illinois (Nonmetropolitan Portion),17079,117.370892
1769,Illinois (Nonmetropolitan Portion),17081,117.370892
1771,Illinois (Nonmetropolitan Portion),17085,117.370892
1772,Illinois (Nonmetropolitan Portion),17087,117.370892
1774,Illinois (Nonmetropolitan Portion),17065,117.370892
1775,Illinois (Nonmetropolitan Portion),17067,117.370892
1776,Illinois (Nonmetropolitan Portion),17069,117.370892
1777,Illinois (Nonmetropolitan Portion),17071,117.370892
1779,Illinois (Nonmetropolitan Portion),17021,117.370892
1780,Illinois (Nonmetropolitan Portion),17023,117.370892
1781,Illinois (Nonmetropolitan Portion),17025,117.370892
1783,Illinois (Nonmetropolitan Portion),17029,117.370892
1785,Illinois (Nonmetropolitan Portion),17033,117.370892
1786,Illinois (Nonmetropolitan Portion),17035,117.370892
1789,Illinois (Nonmetropolitan Portion),17015,117.370892
1790,Illinois (Nonmetropolitan Portion),17017,117.370892
1792,Illinois (Nonmetropolitan Portion),17047,117.370892
1793,Illinois (Nonmetropolitan Portion),17049,117.370892
1794,Illinois (Nonmetropolitan Portion),17051,117.370892
1796,Illinois (Nonmetropolitan Portion),17055,117.370892
1797,Illinois (Nonmetropolitan Portion),17137,117.370892
1798,Illinois (Nonmetropolitan Portion),17139,117.370892
1799,Illinois (Nonmetropolitan Portion),17141,117.370892
1801,Illinois (Nonmetropolitan Portion),17145,117.370892
1803,Illinois (Nonmetropolitan Portion),17149,117.370892
1804,Illinois (Nonmetropolitan Portion),17151,117.370892
1805,Illinois (Nonmetropolitan Portion),17153,117.370892
1806,Illinois (Nonmetropolitan Portion),17155,117.370892
1807,Illinois (Nonmetropolitan Portion),17157,117.370892
1808,Illinois (Nonmetropolitan Portion),17159,117.370892
1811,Illinois (Nonmetropolitan Portion),17165,117.370892
1813,Illinois (Nonmetropolitan Portion),17169,117.370892
1814,Illinois (Nonmetropolitan Portion),17171,117.370892
1815,Illinois (Nonmetropolitan Portion),17173,117.370892
1816,Illinois (Nonmetropolitan Portion),17095,117.370892
1818,Illinois (Nonmetropolitan Portion),17099,117.370892
1819,Illinois (Nonmetropolitan Portion),17101,117.370892
1820,Illinois (Nonmetropolitan Portion),17103,117.370892
1821,Illinois (Nonmetropolitan Portion),17105,117.370892
1822,Illinois (Nonmetropolitan Portion),17107,117.370892
1823,Illinois (Nonmetropolitan Portion),17109,117.370892
1829,Illinois (Nonmetropolitan Portion),17121,117.370892
1831,Illinois (Nonmetropolitan Portion),17125,117.370892
1832,Illinois (Nonmetropolitan Portion),17127,117.370892
1836,Illinois (Nonmetropolitan Portion),17135,117.370892
1837,Illinois (Nonmetropolitan Portion),17185,117.370892
1838,Illinois (Nonmetropolitan Portion),17187,117.370892
1839,Illinois (Nonmetropolitan Portion),17189,117.370892
1840,Illinois (Nonmetropolitan Portion),17191,117.370892
1841,Illinois (Nonmetropolitan Portion),17193,117.370892
1844,Illinois (Nonmetropolitan Portion),17041,117.370892
1846,Illinois (Nonmetropolitan Portion),17177,117.370892
1848,Illinois (Nonmetropolitan Portion),17181,117.370892
1851,Illinois (Nonmetropolitan Portion),17045,117.370892
1852,Illinois (Nonmetropolitan Portion),17195,117.370892
1862,Indiana (Nonmetropolitan Portion),18037,117.2332943
1863,Indiana (Nonmetropolitan Portion),18023,117.2332943
1864,Indiana (Nonmetropolitan Portion),18017,117.2332943
1866,Indiana (Nonmetropolitan Portion),18045,117.2332943
1868,Indiana (Nonmetropolitan Portion),18041,117.2332943
1869,Indiana (Nonmetropolitan Portion),18025,117.2332943
1870,Indiana (Nonmetropolitan Portion),18027,117.2332943
1871,Indiana (Nonmetropolitan Portion),18047,117.2332943
1872,Indiana (Nonmetropolitan Portion),18049,117.2332943
1873,Indiana (Nonmetropolitan Portion),18033,117.2332943
1874,Indiana (Nonmetropolitan Portion),18087,117.2332943
1877,Indiana (Nonmetropolitan Portion),18093,117.2332943
1880,Indiana (Nonmetropolitan Portion),18099,117.2332943
1881,Indiana (Nonmetropolitan Portion),18101,117.2332943
1882,Indiana (Nonmetropolitan Portion),18051,117.2332943
1883,Indiana (Nonmetropolitan Portion),18053,117.2332943
1885,Indiana (Nonmetropolitan Portion),18031,117.2332943
1886,Indiana (Nonmetropolitan Portion),18085,117.2332943
1887,Indiana (Nonmetropolitan Portion),18113,117.2332943
1889,Indiana (Nonmetropolitan Portion),18117,117.2332943
1891,Indiana (Nonmetropolitan Portion),18121,117.2332943
1892,Indiana (Nonmetropolitan Portion),18123,117.2332943
1893,Indiana (Nonmetropolitan Portion),18125,117.2332943
1895,Indiana (Nonmetropolitan Portion),18103,117.2332943
1897,Indiana (Nonmetropolitan Portion),18107,117.2332943
1903,Indiana (Nonmetropolitan Portion),18065,117.2332943
1905,Indiana (Nonmetropolitan Portion),18069,117.2332943
1906,Indiana (Nonmetropolitan Portion),18071,117.2332943
1909,Indiana (Nonmetropolitan Portion),18131,117.2332943
1911,Indiana (Nonmetropolitan Portion),18055,117.2332943
1915,Indiana (Nonmetropolitan Portion),18169,117.2332943
1916,Indiana (Nonmetropolitan Portion),18171,117.2332943
1919,Indiana (Nonmetropolitan Portion),18177,117.2332943
1921,Indiana (Nonmetropolitan Portion),18181,117.2332943
1924,Indiana (Nonmetropolitan Portion),18159,117.2332943
1925,Indiana (Nonmetropolitan Portion),18135,117.2332943
1926,Indiana (Nonmetropolitan Portion),18137,117.2332943
1927,Indiana (Nonmetropolitan Portion),18139,117.2332943
1931,Indiana (Nonmetropolitan Portion),18147,117.2332943
1932,Indiana (Nonmetropolitan Portion),18149,117.2332943
1933,Indiana (Nonmetropolitan Portion),18151,117.2332943
1935,Indiana (Nonmetropolitan Portion),18155,117.2332943
1936,Indiana (Nonmetropolitan Portion),18001,117.2332943
1937,Indiana (Nonmetropolitan Portion),18075,117.2332943
1940,Indiana (Nonmetropolitan Portion),18009,117.2332943
1944,Indiana (Nonmetropolitan Portion),18079,117.2332943
1946,Indiana (Nonmetropolitan Portion),18083,117.2332943
1947,Indiana (Nonmetropolitan Portion),18077,117.2332943
1949,Iowa (Nonmetropolitan Portion),19001,115.4734411
1950,Iowa (Nonmetropolitan Portion),19021,115.4734411
1951,Iowa (Nonmetropolitan Portion),19023,115.4734411
1952,Iowa (Nonmetropolitan Portion),19025,115.4734411
1953,Iowa (Nonmetropolitan Portion),19027,115.4734411
1954,Iowa (Nonmetropolitan Portion),19003,115.4734411
1956,Iowa (Nonmetropolitan Portion),19015,115.4734411
1958,Iowa (Nonmetropolitan Portion),19019,115.4734411
1959,Iowa (Nonmetropolitan Portion),19073,115.4734411
1962,Iowa (Nonmetropolitan Portion),19079,115.4734411
1963,Iowa (Nonmetropolitan Portion),19029,115.4734411
1964,Iowa (Nonmetropolitan Portion),19005,115.4734411
1965,Iowa (Nonmetropolitan Portion),19007,115.4734411
1966,Iowa (Nonmetropolitan Portion),19009,115.4734411
1968,Iowa (Nonmetropolitan Portion),19091,115.4734411
1969,Iowa (Nonmetropolitan Portion),19093,115.4734411
1970,Iowa (Nonmetropolitan Portion),19095,115.4734411
1971,Iowa (Nonmetropolitan Portion),19097,115.4734411
1972,Iowa (Nonmetropolitan Portion),19099,115.4734411
1973,Iowa (Nonmetropolitan Portion),19101,115.4734411
1976,Iowa (Nonmetropolitan Portion),19081,115.4734411
1977,Iowa (Nonmetropolitan Portion),19083,115.4734411
1979,Iowa (Nonmetropolitan Portion),19087,115.4734411
1980,Iowa (Nonmetropolitan Portion),19089,115.4734411
1981,Iowa (Nonmetropolitan Portion),19117,115.4734411
1982,Iowa (Nonmetropolitan Portion),19119,115.4734411
1984,Iowa (Nonmetropolitan Portion),19123,115.4734411
1985,Iowa (Nonmetropolitan Portion),19125,115.4734411
1986,Iowa (Nonmetropolitan Portion),19127,115.4734411
1988,Iowa (Nonmetropolitan Portion),19131,115.4734411
1989,Iowa (Nonmetropolitan Portion),19107,115.4734411
1990,Iowa (Nonmetropolitan Portion),19109,115.4734411
1991,Iowa (Nonmetropolitan Portion),19111,115.4734411
1993,Iowa (Nonmetropolitan Portion),19115,115.4734411
1994,Iowa (Nonmetropolitan Portion),19143,115.4734411
1995,Iowa (Nonmetropolitan Portion),19145,115.4734411
1996,Iowa (Nonmetropolitan Portion),19147,115.4734411
1998,Iowa (Nonmetropolitan Portion),19151,115.4734411
2001,Iowa (Nonmetropolitan Portion),19157,115.4734411
2002,Iowa (Nonmetropolitan Portion),19159,115.4734411
2003,Iowa (Nonmetropolitan Portion),19161,115.4734411
2005,Iowa (Nonmetropolitan Portion),19165,115.4734411
2006,Iowa (Nonmetropolitan Portion),19167,115.4734411
2008,Iowa (Nonmetropolitan Portion),19171,115.4734411
2009,Iowa (Nonmetropolitan Portion),19173,115.4734411
2010,Iowa (Nonmetropolitan Portion),19175,115.4734411
2011,Iowa (Nonmetropolitan Portion),19177,115.4734411
2012,Iowa (Nonmetropolitan Portion),19179,115.4734411
2015,Iowa (Nonmetropolitan Portion),19185,115.4734411
2016,Iowa (Nonmetropolitan Portion),19187,115.4734411
2017,Iowa (Nonmetropolitan Portion),19189,115.4734411
2018,Iowa (Nonmetropolitan Portion),19191,115.4734411
2020,Iowa (Nonmetropolitan Portion),19195,115.4734411
2021,Iowa (Nonmetropolitan Portion),19197,115.4734411
2022,Iowa (Nonmetropolitan Portion),19037,115.4734411
2023,Iowa (Nonmetropolitan Portion),19039,115.4734411
2024,Iowa (Nonmetropolitan Portion),19041,115.4734411
2025,Iowa (Nonmetropolitan Portion),19043,115.4734411
2026,Iowa (Nonmetropolitan Portion),19045,115.4734411
2027,Iowa (Nonmetropolitan Portion),19047,115.4734411
2029,Iowa (Nonmetropolitan Portion),19051,115.4734411
2030,Iowa (Nonmetropolitan Portion),19053,115.4734411
2031,Iowa (Nonmetropolitan Portion),19055,115.4734411
2032,Iowa (Nonmetropolitan Portion),19057,115.4734411
2033,Iowa (Nonmetropolitan Portion),19059,115.4734411
2035,Iowa (Nonmetropolitan Portion),19063,115.4734411
2036,Iowa (Nonmetropolitan Portion),19065,115.4734411
2037,Iowa (Nonmetropolitan Portion),19067,115.4734411
2038,Iowa (Nonmetropolitan Portion),19069,115.4734411
2039,Iowa (Nonmetropolitan Portion),19071,115.4734411
2040,Iowa (Nonmetropolitan Portion),19035,115.4734411
2041,Iowa (Nonmetropolitan Portion),19133,115.4734411
2042,Iowa (Nonmetropolitan Portion),19031,115.4734411
2043,Iowa (Nonmetropolitan Portion),19033,115.4734411
2044,Iowa (Nonmetropolitan Portion),19137,115.4734411
2045,Iowa (Nonmetropolitan Portion),19141,115.4734411
2046,Iowa (Nonmetropolitan Portion),19135,115.4734411
2047,Iowa (Nonmetropolitan Portion),19139,115.4734411
2048,Kansas (Nonmetropolitan Portion),20041,116.9590643
2049,Kansas (Nonmetropolitan Portion),20037,116.9590643
2050,Kansas (Nonmetropolitan Portion),20057,116.9590643
2053,Kansas (Nonmetropolitan Portion),20039,116.9590643
2054,Kansas (Nonmetropolitan Portion),20065,116.9590643
2055,Kansas (Nonmetropolitan Portion),20059,116.9590643
2056,Kansas (Nonmetropolitan Portion),20061,116.9590643
2057,Kansas (Nonmetropolitan Portion),20063,116.9590643
2058,Kansas (Nonmetropolitan Portion),20047,116.9590643
2059,Kansas (Nonmetropolitan Portion),20067,116.9590643
2060,Kansas (Nonmetropolitan Portion),20069,116.9590643
2061,Kansas (Nonmetropolitan Portion),20071,116.9590643
2062,Kansas (Nonmetropolitan Portion),20055,116.9590643
2063,Kansas (Nonmetropolitan Portion),20003,116.9590643
2064,Kansas (Nonmetropolitan Portion),20005,116.9590643
2065,Kansas (Nonmetropolitan Portion),20007,116.9590643
2066,Kansas (Nonmetropolitan Portion),20009,116.9590643
2067,Kansas (Nonmetropolitan Portion),20011,116.9590643
2068,Kansas (Nonmetropolitan Portion),20013,116.9590643
2070,Kansas (Nonmetropolitan Portion),20017,116.9590643
2071,Kansas (Nonmetropolitan Portion),20073,116.9590643
2072,Kansas (Nonmetropolitan Portion),20049,116.9590643
2073,Kansas (Nonmetropolitan Portion),20051,116.9590643
2074,Kansas (Nonmetropolitan Portion),20053,116.9590643
2075,Kansas (Nonmetropolitan Portion),20001,116.9590643
2076,Kansas (Nonmetropolitan Portion),20029,116.9590643
2077,Kansas (Nonmetropolitan Portion),20031,116.9590643
2078,Kansas (Nonmetropolitan Portion),20033,116.9590643
2079,Kansas (Nonmetropolitan Portion),20035,116.9590643
2080,Kansas (Nonmetropolitan Portion),20117,116.9590643
2081,Kansas (Nonmetropolitan Portion),20119,116.9590643
2083,Kansas (Nonmetropolitan Portion),20123,116.9590643
2084,Kansas (Nonmetropolitan Portion),20125,116.9590643
2085,Kansas (Nonmetropolitan Portion),20127,116.9590643
2086,Kansas (Nonmetropolitan Portion),20129,116.9590643
2087,Kansas (Nonmetropolitan Portion),20131,116.9590643
2088,Kansas (Nonmetropolitan Portion),20133,116.9590643
2089,Kansas (Nonmetropolitan Portion),20135,116.9590643
2090,Kansas (Nonmetropolitan Portion),20137,116.9590643
2092,Kansas (Nonmetropolitan Portion),20141,116.9590643
2093,Kansas (Nonmetropolitan Portion),20143,116.9590643
2094,Kansas (Nonmetropolitan Portion),20145,116.9590643
2095,Kansas (Nonmetropolitan Portion),20147,116.9590643
2097,Kansas (Nonmetropolitan Portion),20151,116.9590643
2098,Kansas (Nonmetropolitan Portion),20153,116.9590643
2099,Kansas (Nonmetropolitan Portion),20155,116.9590643
2100,Kansas (Nonmetropolitan Portion),20157,116.9590643
2101,Kansas (Nonmetropolitan Portion),20159,116.9590643
2103,Kansas (Nonmetropolitan Portion),20163,116.9590643
2104,Kansas (Nonmetropolitan Portion),20165,116.9590643
2105,Kansas (Nonmetropolitan Portion),20167,116.9590643
2106,Kansas (Nonmetropolitan Portion),20169,116.9590643
2107,Kansas (Nonmetropolitan Portion),20171,116.9590643
2109,Kansas (Nonmetropolitan Portion),20175,116.9590643
2111,Kansas (Nonmetropolitan Portion),20019,116.9590643
2112,Kansas (Nonmetropolitan Portion),20021,116.9590643
2113,Kansas (Nonmetropolitan Portion),20023,116.9590643
2114,Kansas (Nonmetropolitan Portion),20025,116.9590643
2115,Kansas (Nonmetropolitan Portion),20027,116.9590643
2116,Kansas (Nonmetropolitan Portion),20189,116.9590643
2118,Kansas (Nonmetropolitan Portion),20193,116.9590643
2119,Kansas (Nonmetropolitan Portion),20195,116.9590643
2121,Kansas (Nonmetropolitan Portion),20199,116.9590643
2122,Kansas (Nonmetropolitan Portion),20201,116.9590643
2123,Kansas (Nonmetropolitan Portion),20203,116.9590643
2124,Kansas (Nonmetropolitan Portion),20205,116.9590643
2125,Kansas (Nonmetropolitan Portion),20207,116.9590643
2127,Kansas (Nonmetropolitan Portion),20075,116.9590643
2128,Kansas (Nonmetropolitan Portion),20077,116.9590643
2130,Kansas (Nonmetropolitan Portion),20081,116.9590643
2131,Kansas (Nonmetropolitan Portion),20083,116.9590643
2134,Kansas (Nonmetropolitan Portion),20089,116.9590643
2136,Kansas (Nonmetropolitan Portion),20093,116.9590643
2138,Kansas (Nonmetropolitan Portion),20097,116.9590643
2139,Kansas (Nonmetropolitan Portion),20099,116.9590643
2140,Kansas (Nonmetropolitan Portion),20101,116.9590643
2142,Kansas (Nonmetropolitan Portion),20105,116.9590643
2144,Kansas (Nonmetropolitan Portion),20109,116.9590643
2145,Kansas (Nonmetropolitan Portion),20111,116.9590643
2146,Kansas (Nonmetropolitan Portion),20113,116.9590643
2147,Kansas (Nonmetropolitan Portion),20115,116.9590643
2148,Kansas (Nonmetropolitan Portion),20185,116.9590643
2149,Kansas (Nonmetropolitan Portion),20179,116.9590643
2150,Kansas (Nonmetropolitan Portion),20181,116.9590643
2151,Kansas (Nonmetropolitan Portion),20183,116.9590643
2152,Kansas (Nonmetropolitan Portion),20187,116.9590643
2154,Kentucky (Nonmetropolitan Portion),21021,117.2332943
2156,Kentucky (Nonmetropolitan Portion),21025,117.2332943
2158,Kentucky (Nonmetropolitan Portion),21011,117.2332943
2159,Kentucky (Nonmetropolitan Portion),21013,117.2332943
2161,Kentucky (Nonmetropolitan Portion),21069,117.2332943
2162,Kentucky (Nonmetropolitan Portion),21071,117.2332943
2163,Kentucky (Nonmetropolitan Portion),21073,117.2332943
2164,Kentucky (Nonmetropolitan Portion),21075,117.2332943
2166,Kentucky (Nonmetropolitan Portion),21001,117.2332943
2168,Kentucky (Nonmetropolitan Portion),21005,117.2332943
2169,Kentucky (Nonmetropolitan Portion),21007,117.2332943
2170,Kentucky (Nonmetropolitan Portion),21009,117.2332943
2174,Kentucky (Nonmetropolitan Portion),21095,117.2332943
2175,Kentucky (Nonmetropolitan Portion),21097,117.2332943
