state,FIPS,county,value,percent
ID,16071,Oneida County,1437.837838,0.007601303
ID,16073,Owyhee County,1465,0.00551526
ID,16075,Payette County,1710.714286,0.007034615
ID,16077,Power County,1988.461538,0.007784738
ID,16079,Shoshone County,1848.314607,0.007129947
ID,16081,Teton County,2277.777778,0.012831641
ID,16083,Twin Falls County,2324.186704,0.009804202
ID,16085,Valley County,2996.478873,0.014714528
ID,16087,Washington County,1777.142857,0.00748969
IL,17001,Adams County,3923.62949,0.011699275
IL,17003,Alexander County,1855.555556,0.003609796
IL,17005,Bond County,3531.884058,0.013374017
IL,17007,Boone County,5679.310345,0.027973956
IL,17009,Brown County,2433.333333,0.007687852
IL,17011,Bureau County,3761.851852,0.011434548
IL,17013,Calhoun County,3464.864865,0.01132699
IL,17015,Carroll County,3911.570248,0.012344198
IL,17017,Cass County,2894.029851,0.006686553
IL,17019,Champaign County,5085.558853,0.019193668
IL,17021,Christian County,3099.043062,0.008297315
IL,17023,Clark County,2930.088496,0.008757661
IL,17025,Clay County,2730.882353,0.006764879
IL,17027,Clinton County,3835.35109,0.015105135
IL,17029,Coles County,4065.806452,0.011203785
IL,17031,Cook County,6867.091967,0.024252107
IL,17033,Crawford County,3064.8,0.008292603
IL,17035,Cumberland County,2870.149254,0.008115807
IL,17037,DeKalb County,5623.434046,0.02878139
IL,17039,De Witt County,3540,0.01154615
IL,17041,Douglas County,3526.351351,0.009774598
IL,17043,DuPage County,8253.928984,0.034852814
IL,17045,Edgar County,2898.019802,0.007480691
IL,17047,Edwards County,2465.714286,0.006073744
IL,17049,Effingham County,3874.110032,0.011662844
IL,17051,Fayette County,2913.821138,0.008650569
IL,17053,Ford County,3723.584906,0.011652658
IL,17055,Franklin County,2546.560847,0.006428253
IL,17057,Fulton County,3306.951872,0.008432053
IL,17059,Gallatin County,1772,0.003879941
IL,17061,Greene County,2666.071429,0.005889988
IL,17063,Grundy County,4528.553616,0.021600426
IL,17065,Hamilton County,2583.333333,0.006235525
IL,17067,Hancock County,2918.348624,0.007346132
IL,17069,Hardin County,1814.285714,0.003621897
IL,17071,Henderson County,2318.918919,0.005463507
IL,17073,Henry County,4162.5,0.013516949
IL,17075,Iroquois County,3473.584906,0.010652286
IL,17077,Jackson County,4381.971831,0.013805308
IL,17079,Jasper County,2832.307692,0.008006193
IL,17081,Jefferson County,3454.356846,0.010268663
IL,17083,Jersey County,3884.11215,0.015567642
IL,17085,Jo Daviess County,4811.811024,0.019120656
IL,17087,Johnson County,3116.049383,0.010288896
IL,17089,Kane County,7721.70354,0.039441769
IL,17091,Kankakee County,4718.943089,0.021400661
IL,17093,Kendall County,6969.537732,0.043925366
IL,17095,Knox County,3804.43038,0.010404451
IL,17097,Lake County,9915.902028,0.034949618
IL,17099,LaSalle County,4235.463546,0.016086476
IL,17101,Lawrence County,2028.125,0.00443506
IL,17103,Lee County,3873.354232,0.01415471
IL,17105,Livingston County,4132.64095,0.014860745
IL,17107,Logan County,3307.373272,0.010938581
IL,17109,McDonough County,4039.106145,0.012009568
IL,17111,McHenry County,7403.508772,0.042036708
IL,17113,McLean County,5254.534161,0.023270292
IL,17115,Macon County,4191.529153,0.01404126
IL,17117,Macoupin County,2982.262997,0.00892029
IL,17119,Madison County,4372.370937,0.018350826
IL,17121,Marion County,3189.686099,0.008717478
IL,17123,Marshall County,3607.920792,0.011419976
IL,17125,Mason County,3281.012658,0.00822155
IL,17127,Massac County,2823,0.009666914
IL,17129,Menard County,4184.137931,0.01591649
IL,17131,Mercer County,3515.942029,0.011095713
IL,17133,Monroe County,4373.026316,0.021064073
IL,17135,Montgomery County,3330.898876,0.009099029
IL,17137,Morgan County,3595.61753,0.010949003
IL,17139,Moultrie County,3485.714286,0.010245213
IL,17141,Ogle County,4070.653907,0.017989678
IL,17143,Peoria County,5418.376276,0.018854975
IL,17145,Perry County,2769.672131,0.008219171
IL,17147,Piatt County,3989.189189,0.014167188
IL,17149,Pike County,2907.865169,0.008285073
IL,17151,Pope County,2500,0.007114197
IL,17153,Pulaski County,1761.904762,0.003816361
IL,17155,Putnam County,3085.185185,0.009736427
IL,17157,Randolph County,2895.979899,0.008244576
IL,17159,Richland County,3522.680412,0.00977045
IL,17161,Rock Island County,4476.592593,0.016020185
IL,17163,St. Clair County,4381.824713,0.017462917
IL,17165,Saline County,3275,0.00885635
IL,17167,Sangamon County,4925.135699,0.018461078
IL,17169,Schuyler County,2947.727273,0.008233196
IL,17171,Scott County,2379.310345,0.00560397
IL,17173,Shelby County,3042.176871,0.00882997
IL,17175,Stark County,3094.736842,0.00826545
IL,17177,Stephenson County,4358.578431,0.016534804
IL,17179,Tazewell County,4564.259709,0.018670639
IL,17181,Union County,3058.333333,0.009762196
IL,17183,Vermilion County,3281.343284,0.008490001
IL,17185,Wabash County,3115.789474,0.008142858
IL,17187,Warren County,3037.113402,0.007650696
IL,17189,Washington County,3863.120567,0.013704248
IL,17191,Wayne County,2913.253012,0.006984604
IL,17193,White County,2364.634146,0.005922256
IL,17195,Whiteside County,3702.838428,0.012013286
IL,17197,Will County,6994.383551,0.038863883
IL,17199,Williamson County,3817.977528,0.013047042
IL,17201,Winnebago County,5011.84251,0.022918314
IL,17203,Woodford County,5043.944637,0.021656257
IN,18001,Adams County,1557.603687,0.004614391
IN,18003,Allen County,2340.266364,0.008368581
IN,18005,Bartholomew County,2430.342385,0.008256272
IN,18007,Benton County,977.0833333,0.002535163
IN,18009,Blackford County,1444.642857,0.003391621
IN,18011,Boone County,3883.813953,0.013291049
IN,18013,Brown County,1576.536313,0.00713181
IN,18015,Carroll County,1198.026316,0.003779679
IN,18017,Cass County,1334.545455,0.003739965
IN,18019,Clark County,1805.681818,0.00844456
IN,18021,Clay County,877.245509,0.002670512
IN,18023,Clinton County,1254.545455,0.003752796
IN,18025,Crawford County,1540.677966,0.004960978
IN,18027,Daviess County,1506.214689,0.003787814
IN,18029,Dearborn County,1990.515807,0.008412651
IN,18031,Decatur County,1516.666667,0.004498982
IN,18033,DeKalb County,1829.558011,0.006426497
IN,18035,Delaware County,1899.097744,0.005561388
IN,18037,Dubois County,2264.52514,0.005443351
IN,18039,Elkhart County,2265.202109,0.007362857
IN,18041,Fayette County,1322.321429,0.003582521
IN,18043,Floyd County,2053.633572,0.008012706
IN,18045,Fountain County,1201.219512,0.002855213
IN,18047,Franklin County,1724.154589,0.005984971
IN,18049,Fulton County,1397.6,0.00386383
IN,18051,Gibson County,1606.222222,0.004378711
IN,18053,Grant County,1328.855721,0.004324078
IN,18055,Greene County,1510.471204,0.004408929
IN,18057,Hamilton County,3550.145537,0.014276169
IN,18059,Hancock County,2087.021475,0.009926405
IN,18061,Harrison County,1290.296496,0.005214478
IN,18063,Hendricks County,2264.105595,0.011374866
IN,18065,Henry County,1619.572954,0.004688427
IN,18067,Howard County,1483.653846,0.005419735
IN,18069,Huntington County,1581.338028,0.005400374
IN,18071,Jackson County,1362.379421,0.003984963
IN,18073,Jasper County,1104.383562,0.004808231
IN,18075,Jay County,1071.910112,0.00247598
IN,18077,Jefferson County,1774.883721,0.005219839
IN,18079,Jennings County,1407.5,0.004190056
IN,18081,Johnson County,2254.191137,0.009302814
IN,18083,Knox County,1692.346939,0.004164323
IN,18085,Kosciusko County,2162.592047,0.006161916
IN,18087,LaGrange County,1681.777778,0.00450421
IN,18089,Lake County,2760.391242,0.012690527
IN,18091,LaPorte County,2471.476138,0.008711096
IN,18093,Lawrence County,1603.703704,0.005499082
IN,18095,Madison County,1655.30474,0.005559028
IN,18097,Marion County,2407.916195,0.0091009
IN,18099,Marshall County,1983.081571,0.006020974
IN,18101,Martin County,1090.740741,0.002667887
IN,18103,Miami County,891.8367347,0.002625709
IN,18105,Monroe County,2532.923833,0.009242408
IN,18107,Montgomery County,908.8122605,0.002752893
IN,18109,Morgan County,1165.967941,0.005230193
IN,18111,Newton County,1559.433962,0.005035903
IN,18113,Noble County,1720,0.005130939
IN,18115,Ohio County,1134.042553,0.003965449
IN,18117,Orange County,1541.176471,0.004412594
IN,18119,Owen County,1583.823529,0.005255466
IN,18121,Parke County,911.4942529,0.0025578
IN,18123,Perry County,1549.038462,0.004052891
IN,18125,Pike County,1489.393939,0.003527685
IN,18127,Porter County,2746.345811,0.011366072
IN,18129,Posey County,1540,0.004857412
IN,18131,Pulaski County,812.345679,0.002374123
IN,18133,Putnam County,1348.398577,0.004904848
IN,18135,Randolph County,1113.559322,0.002474991
IN,18137,Ripley County,1499.5671,0.005142877
IN,18139,Rush County,1237.037037,0.003563332
IN,18141,St. Joseph County,2565.061781,0.008727744
IN,18143,Scott County,1579.545455,0.004699142
IN,18145,Shelby County,1591.666667,0.005465111
IN,18147,Spencer County,1531.034483,0.004446269
IN,18149,Starke County,1646.212121,0.004936224
IN,18151,Steuben County,2112.211221,0.00771658
IN,18153,Sullivan County,1168.75,0.002695314
IN,18155,Switzerland County,1192.982456,0.003934115
IN,18157,Tippecanoe County,1992.435808,0.006692765
IN,18159,Tipton County,1138.686131,0.003759725
IN,18161,Union County,1352.272727,0.004163663
IN,18163,Vanderburgh County,2278.862876,0.007253889
IN,18165,Vermillion County,1577.142857,0.003404255
IN,18167,Vigo County,1983.987915,0.006046485
IN,18169,Wabash County,977.027027,0.002847873
IN,18171,Warren County,1186.885246,0.003508415
IN,18173,Warrick County,2292.228739,0.007073961
IN,18175,Washington County,1384.146341,0.00437706
IN,18177,Wayne County,1807.804878,0.005487647
IN,18179,Wells County,1229.237288,0.004285632
IN,18181,White County,1462.721893,0.004322374
IN,18183,Whitley County,1808.15047,0.006530612
IA,19001,Adair County,2112.962963,0.006903437
IA,19003,Adams County,1919.047619,0.005035549
IA,19005,Allamakee County,2257.142857,0.008807597
IA,19007,Appanoose County,2331.578947,0.007917571
IA,19009,Audubon County,1942.5,0.005083482
IA,19011,Benton County,2809.90991,0.012665184
IA,19013,Black Hawk County,3514.822134,0.015548499
IA,19015,Boone County,3140,0.014554263
IA,19017,Bremer County,3411.014493,0.016378361
IA,19019,Buchanan County,2827.314815,0.011453037
IA,19021,Buena Vista County,3144.155844,0.009666233
IA,19023,Butler County,2498.113208,0.01103128
IA,19025,Calhoun County,2260.493827,0.007690208
IA,19027,Carroll County,2422.171946,0.008878576
IA,19029,Cass County,2898.360656,0.010956697
IA,19031,Cedar County,2839.574468,0.012919952
IA,19033,Cerro Gordo County,3518.811881,0.013967084
IA,19035,Cherokee County,2178.125,0.006908606
IA,19037,Chickasaw County,2184.259259,0.007280123
IA,19039,Clarke County,3032.352941,0.01051306
IA,19041,Clay County,2989.772727,0.011129842
IA,19043,Clayton County,2472.435897,0.009319419
IA,19045,Clinton County,3037.058824,0.013350641
IA,19047,Crawford County,2378.294574,0.007878788
IA,19049,Dallas County,4494.509562,0.019419003
IA,19051,Davis County,2668.852459,0.01038166
IA,19053,Decatur County,2770.731707,0.008671094
IA,19055,Delaware County,2792.81768,0.011939911
IA,19057,Des Moines County,3101.302083,0.011659361
IA,19059,Dickinson County,3975,0.017779212
IA,19061,Dubuque County,3392.8277,0.013955725
IA,19063,Emmet County,2326.666667,0.007800556
IA,19065,Fayette County,2294.039735,0.007970511
IA,19067,Floyd County,2413.636364,0.008126162
IA,19069,Franklin County,2201.298701,0.006510642
IA,19071,Fremont County,2284.210526,0.007432355
IA,19073,Greene County,2122.222222,0.007056954
IA,19075,Grundy County,2597.5,0.011116907
IA,19077,Guthrie County,3228.813559,0.012956628
IA,19079,Hamilton County,2780.41958,0.009708027
IA,19081,Hancock County,2028.301887,0.007617091
IA,19083,Hardin County,2634.868421,0.009029768
IA,19085,Harrison County,2484.459459,0.010050759
IA,19087,Henry County,2625.414365,0.010893186
IA,19089,Howard County,2307.142857,0.008702642
IA,19091,Humboldt County,2828.571429,0.009600609
IA,19093,Ida County,1939.655172,0.005476131
IA,19095,Iowa County,2705.025126,0.012506069
IA,19097,Jackson County,2583.870968,0.01002154
IA,19099,Jasper County,2825.742574,0.012396717
IA,19101,Jefferson County,3391.549296,0.013516889
IA,19103,Johnson County,4514.738292,0.021437966
IA,19105,Jones County,2736.453202,0.011268708
IA,19107,Keokuk County,2002.816901,0.006612047
IA,19109,Kossuth County,2255.319149,0.007051326
IA,19111,Lee County,2725.390625,0.008772073
IA,19113,Linn County,3865.817049,0.019138167
IA,19115,Louisa County,2332.58427,0.008230975
IA,19117,Lucas County,2737.5,0.009721559
IA,19119,Lyon County,2338.793103,0.008619348
IA,19121,Madison County,3605,0.018141598
IA,19123,Mahaska County,2611.458333,0.00969629
IA,19125,Marion County,3152.142857,0.014568988
IA,19127,Marshall County,3038.482385,0.011726255
IA,19129,Mills County,3308.372093,0.016471493
IA,19131,Mitchell County,2198.888889,0.007569383
IA,19133,Monona County,2134.920635,0.006300415
IA,19135,Monroe County,2601.724138,0.009428304
IA,19137,Montgomery County,2730.864198,0.009569295
IA,19139,Muscatine County,3370.886076,0.014011107
IA,19141,O'Brien County,2487.05036,0.009005325
IA,19143,Osceola County,1893.023256,0.00557023
IA,19145,Page County,2523.636364,0.008585948
IA,19147,Palo Alto County,2360.526316,0.008098628
IA,19149,Plymouth County,2896.078431,0.011799952
IA,19151,Pocahontas County,1879.545455,0.004839314
IA,19153,Polk County,4412.850406,0.021845749
IA,19155,Pottawattamie County,3681.018119,0.018219967
IA,19157,Poweshiek County,2998.04878,0.013665491
IA,19159,Ringgold County,3084.375,0.010322108
IA,19161,Sac County,2158.108108,0.006244843
IA,19163,Scott County,4077.265306,0.018603625
IA,19165,Shelby County,2543.333333,0.009172547
IA,19167,Sioux County,2983.802817,0.013351091
IA,19169,Story County,3876.09075,0.018354272
IA,19171,Tama County,2318.831169,0.008559546
IA,19173,Taylor County,2033.333333,0.005828093
IA,19175,Union County,2883.157895,0.01035621
IA,19177,Van Buren County,2104.444444,0.006870484
IA,19179,Wapello County,2951.626016,0.009893907
IA,19181,Warren County,3791.686461,0.021051202
IA,19183,Washington County,2821.111111,0.013189839
IA,19185,Wayne County,2082.051282,0.007552716
IA,19187,Webster County,3000.636943,0.010889804
IA,19189,Winnebago County,2172.631579,0.007674974
IA,19191,Winneshiek County,3159.84252,0.015129894
IA,19193,Woodbury County,3123.804574,0.012443025
IA,19195,Worth County,1775.862069,0.005649749
IA,19197,Wright County,2411.650485,0.008145704
KS,20001,Allen County,2414.0625,0.00599553
KS,20003,Anderson County,2701.886792,0.008662408
KS,20005,Atchison County,2934.343434,0.008802897
KS,20007,Barber County,1865.384615,0.004409933
KS,20009,Barton County,3219.565217,0.009379116
KS,20011,Bourbon County,2819.736842,0.008660685
KS,20013,Brown County,2330.769231,0.004439018
KS,20015,Butler County,3836.998706,0.01573363
KS,20017,Chase County,2785.714286,0.007172678
KS,20019,Chautauqua County,2357.894737,0.00687222
KS,20021,Cherokee County,1912.244898,0.004916583
KS,20023,Cheyenne County,2186.666667,0.006041294
KS,20025,Clark County,2816.666667,0.006300093
KS,20027,Clay County,3001.694915,0.009184922
KS,20029,Cloud County,2625,0.00593841
KS,20031,Coffey County,2309.333333,0.007491803
KS,20033,Comanche County,1510,0.003791779
KS,20035,Cowley County,2659.090909,0.008700096
KS,20037,Crawford County,2744.090909,0.007858968
KS,20039,Decatur County,2336.363636,0.004610444
KS,20041,Dickinson County,2860.283688,0.009476101
KS,20043,Doniphan County,2346.341463,0.005967261
KS,20045,Douglas County,3770.565149,0.015430659
KS,20047,Edwards County,2116.666667,0.003415585
KS,20049,Elk County,2140,0.00452728
KS,20051,Ellis County,3130.147059,0.011773979
KS,20053,Ellsworth County,2677.777778,0.007040813
KS,20055,Finney County,3264.609053,0.009586
KS,20057,Ford County,3209.793814,0.008907727
KS,20059,Franklin County,2855.458515,0.01148878
KS,20061,Geary County,3395.774648,0.009993948
KS,20063,Gove County,1700,0.00389953
KS,20065,Graham County,2181.818182,0.004219558
KS,20067,Grant County,2566.037736,0.007758394
KS,20069,Gray County,2989.583333,0.008737054
KS,20071,Greeley County,2850,0.007311911
KS,20073,Greenwood County,2212.903226,0.005566962
KS,20075,Hamilton County,2338.461538,0.009028273
KS,20077,Harper County,2466.666667,0.006060426
KS,20079,Harvey County,2997.178683,0.011346469
KS,20081,Haskell County,2338.461538,0.012019849
KS,20083,Hodgeman County,2188.888889,0.004570872
KS,20085,Jackson County,2696.078431,0.009168959
KS,20087,Jefferson County,2864.423077,0.01264112
KS,20089,Jewell County,1900,0.002996845
KS,20091,Johnson County,4279.781174,0.016964411
KS,20093,Kearny County,2495.833333,0.006263921
KS,20095,Kingman County,2966.666667,0.009574227
KS,20097,Kiowa County,2081.25,0.006350114
KS,20099,Labette County,2719.327731,0.008384614
KS,20101,Lane County,2016.666667,0.005721852
KS,20103,Leavenworth County,3247.802198,0.014505215
KS,20105,Lincoln County,2212.5,0.00622527
KS,20107,Linn County,2362.686567,0.008278293
KS,20109,Logan County,3015.789474,0.007781626
KS,20111,Lyon County,2937.931034,0.008863248
KS,20113,McPherson County,3027.358491,0.01176692
KS,20115,Marion County,2619.318182,0.009079379
KS,20117,Marshall County,2253.521127,0.006219558
KS,20119,Meade County,1973.076923,0.00477934
KS,20121,Miami County,3472.49467,0.017047173
KS,20123,Mitchell County,3331.111111,0.010020991
KS,20125,Montgomery County,2441.538462,0.007641282
KS,20127,Morris County,3139.473684,0.009643443
KS,20129,Morton County,2352.380952,0.007078987
KS,20131,Nemaha County,2500,0.005506002
KS,20133,Neosho County,2665.217391,0.007782052
KS,20135,Ness County,2244.444444,0.005495328
KS,20137,Norton County,2791.666667,0.005993917
KS,20139,Osage County,2706.10687,0.010282157
KS,20141,Osborne County,2506.666667,0.004653926
KS,20143,Ottawa County,3432.608696,0.011765057
KS,20145,Pawnee County,2562.5,0.007393835
KS,20147,Phillips County,2123.076923,0.00475313
KS,20149,Pottawatomie County,2771.314741,0.010657482
KS,20151,Pratt County,3151.948052,0.010146151
KS,20153,Rawlins County,2453.846154,0.005173197
KS,20155,Reno County,3382.868526,0.011728241
KS,20157,Republic County,3190.47619,0.006286712
KS,20159,Rice County,2534.482759,0.006955946
KS,20161,Riley County,4214.700544,0.015470109
KS,20163,Rooks County,2552,0.006358445
KS,20165,Rush County,2476.470588,0.006303905
KS,20167,Russell County,2854.347826,0.009152951
KS,20169,Saline County,3053.418803,0.010096514
KS,20171,Scott County,3422.222222,0.008698538
KS,20173,Sedgwick County,3248.062317,0.011563976
KS,20175,Seward County,3094.117647,0.009335303
KS,20177,Shawnee County,3418.982495,0.0134414
KS,20179,Sheridan County,2837.5,0.007992254
KS,20181,Sherman County,2259.375,0.005927541
KS,20183,Smith County,2585,0.006841792
KS,20185,Stafford County,2136.363636,0.00519923
KS,20187,Stanton County,3316.666667,0.007440087
KS,20189,Stevens County,2625,0.007912644
KS,20191,Sumner County,2557.471264,0.008501419
KS,20193,Thomas County,3218.965517,0.009697089
KS,20195,Trego County,2729.411765,0.006760005
KS,20197,Wabaunsee County,3195.3125,0.012426097
KS,20199,Wallace County,2600,0.004760535
KS,20201,Washington County,2407.692308,0.004901961
KS,20203,Wichita County,3172.727273,0.006325558
KS,20205,Wilson County,2057.142857,0.004897487
KS,20207,Woodson County,2340,0.006008011
KS,20209,Wyandotte County,2969.012797,0.01144479
KY,21001,Adair County,1435.714286,0.004922228
KY,21003,Allen County,1507.142857,0.006029931
KY,21005,Anderson County,1826.909091,0.009513476
KY,21007,Ballard County,1341.666667,0.00576868
KY,21009,Barren County,1647.315436,0.006106876
KY,21011,Bath County,1203.448276,0.004017844
KY,21013,Bell County,1485,0.003947159
KY,21015,Boone County,2599.561831,0.013473001
KY,21017,Bourbon County,2013.612565,0.009476221
KY,21019,Boyd County,2199.492386,0.008604649
KY,21021,Boyle County,2383.512545,0.010640051
KY,21023,Bracken County,1565.57377,0.005720036
KY,21025,Breathitt County,1371.428571,0.003469545
KY,21027,Breckinridge County,1437.5,0.005335266
KY,21029,Bullitt County,2112.959559,0.011853642
KY,21031,Butler County,1049.367089,0.004022027
KY,21033,Caldwell County,1061.290323,0.004151786
KY,21035,Calloway County,1941.724138,0.007770669
KY,21037,Campbell County,3288.084795,0.016276593
KY,21039,Carlisle County,1135,0.003929035
KY,21041,Carroll County,1453.246753,0.00528968
KY,21043,Carter County,1030.909091,0.003952707
KY,21045,Casey County,1244.262295,0.003801196
KY,21047,Christian County,1613.367609,0.004963415
KY,21049,Clark County,1987.532468,0.009597379
KY,21051,Clay County,1344.230769,0.003199714
KY,21053,Clinton County,1254.83871,0.003184583
KY,21055,Crittenden County,1181.666667,0.004521482
KY,21057,Cumberland County,1071.875,0.00392121
KY,21059,Daviess County,2138.1,0.008928538
KY,21061,Edmonson County,1291.549296,0.004871932
KY,21063,Elliott County,890,0.003342932
KY,21065,Estill County,1453.030303,0.004715103
KY,21067,Fayette County,2873.775973,0.013479432
KY,21069,Fleming County,1239.02439,0.004291302
KY,21071,Floyd County,1926.174497,0.005430443
KY,21073,Franklin County,2102.931034,0.009674109
KY,21075,Fulton County,1147.619048,0.002800567
KY,21077,Gallatin County,1748.4375,0.007554277
KY,21079,Garrard County,1628.571429,0.008061198
KY,21081,Grant County,1832.227488,0.008057524
KY,21083,Graves County,1250.384615,0.004714122
KY,21085,Grayson County,1262.745098,0.004802112
KY,21087,Green County,1192.45283,0.004023453
KY,21089,Greenup County,2645.367412,0.010548725
KY,21091,Hancock County,1214.705882,0.004349154
KY,21093,Hardin County,1995.252226,0.008395709
KY,21095,Harlan County,1764.383562,0.004265678
KY,21097,Harrison County,1574.074074,0.007166746
KY,21099,Hart County,1329.87013,0.003880375
KY,21101,Henderson County,2142.893401,0.008206696
KY,21103,Henry County,1973.611111,0.008711378
KY,21105,Hickman County,1081.481481,0.003396929
KY,21107,Hopkins County,1739.044944,0.006245643
KY,21109,Jackson County,1284,0.004050371
KY,21111,Jefferson County,2802.312307,0.012666254
KY,21113,Jessamine County,2970.15873,0.013342574
KY,21115,Johnson County,1684.8,0.00580642
KY,21117,Kenton County,3161.791045,0.013161134
KY,21119,Knott County,1429.268293,0.002954627
KY,21121,Knox County,1510.852713,0.00478166
KY,21123,Larue County,1310.377358,0.005277396
KY,21125,Laurel County,1529.310345,0.004884115
KY,21127,Lawrence County,1726.315789,0.005296195
KY,21129,Lee County,1944.444444,0.004414955
KY,21131,Leslie County,1529.032258,0.003579601
KY,21133,Letcher County,1395.16129,0.002879695
KY,21135,Lewis County,939.2857143,0.002886161
KY,21137,Lincoln County,1350.35461,0.00517137
KY,21139,Livingston County,1313.043478,0.005043729
KY,21141,Logan County,1328.176796,0.004689304
KY,21143,Lyon County,1951.351351,0.008797582
KY,21145,McCracken County,2047.960619,0.007246755
KY,21147,McCreary County,1157.142857,0.003213882
KY,21149,McLean County,1227.868852,0.004063166
KY,21151,Madison County,2036.70151,0.009696691
KY,21153,Magoffin County,1300,0.004587339
KY,21155,Marion County,1392.537313,0.00517326
KY,21157,Marshall County,1861.424332,0.008535367
KY,21159,Martin County,1400,0.00264928
KY,21161,Mason County,1718.461538,0.006070306
KY,21163,Meade County,1813.108614,0.007856063
KY,21165,Menifee County,969.5652174,0.00282647
KY,21167,Mercer County,1920.952381,0.009180471
KY,21169,Metcalfe County,1080.555556,0.003003954
KY,21171,Monroe County,1260.465116,0.003522431
KY,21173,Montgomery County,1692.237443,0.007091072
KY,21175,Morgan County,1184.615385,0.003764062
KY,21177,Muhlenberg County,1396.756757,0.004657324
KY,21179,Nelson County,2054.420432,0.009533786
KY,21181,Nicholas County,1134.210526,0.003930868
KY,21183,Ohio County,1112.765957,0.003638674
KY,21185,Oldham County,3763.739837,0.017373865
KY,21187,Owen County,1661.25,0.007104217
KY,21189,Owsley County,1355.555556,0.003101485
KY,21191,Pendleton County,1918.897638,0.008359317
KY,21193,Perry County,2164.220183,0.005542099
KY,21195,Pike County,2175.903614,0.005666617
KY,21197,Powell County,1123.4375,0.00397699
KY,21199,Pulaski County,1696.926714,0.006506037
KY,21201,Robertson County,1590,0.004816576
KY,21203,Rockcastle County,1120.547945,0.003551503
KY,21205,Rowan County,1640,0.006314996
KY,21207,Russell County,1498.969072,0.005565614
KY,21209,Scott County,1776.683938,0.009896154
KY,21211,Shelby County,2684.878049,0.012947471
KY,21213,Simpson County,1501.408451,0.005982597
KY,21215,Spencer County,2095.904437,0.012454495
KY,21217,Taylor County,1513.173653,0.006072286
KY,21219,Todd County,1091.935484,0.003082962
KY,21221,Trigg County,1642.857143,0.00681156
KY,21223,Trimble County,1428,0.006292042
KY,21225,Union County,1503.658537,0.004274527
KY,21227,Warren County,2019.664269,0.009066859
KY,21229,Washington County,1470.212766,0.005958283
KY,21231,Wayne County,1512.857143,0.003978182
KY,21233,Webster County,1381.012658,0.004163073
KY,21235,Whitley County,1621.022727,0.005335243
KY,21237,Wolfe County,889.4736842,0.002159303
KY,21239,Woodford County,2430.569948,0.013170196
LA,22001,Acadia Parish,1072.815534,0.001834119
LA,22003,Allen Parish,968.2539683,0.001501742
LA,22005,Ascension Parish,1714.296296,0.006382672
LA,22007,Assumption Parish,1157.017544,0.002503682
LA,22009,Avoyelles Parish,784.4036697,0.001267557
LA,22011,Beauregard Parish,1173.939394,0.002461458
LA,22013,Bienville Parish,992.6829268,0.00169335
LA,22015,Bossier Parish,2118.41637,0.0078121
LA,22017,Caddo Parish,2764.451009,0.00922788
LA,22019,Calcasieu Parish,1750.64836,0.004427389
LA,22021,Caldwell Parish,1087.5,0.001855822
LA,22023,Cameron Parish,1419.444444,0.002467824
LA,22025,Catahoula Parish,855.5555556,0.001467944
LA,22027,Claiborne Parish,1098.360656,0.002678896
LA,22029,Concordia Parish,1288.888889,0.002896741
LA,22031,De Soto Parish,1321.126761,0.003258359
LA,22033,East Baton Rouge Par,2317.220471,0.007764015
LA,22035,East Carroll Parish,1100,0.001631452
LA,22037,East Feliciana Paris,708.8,0.002237803
LA,22039,Evangeline Parish,905.8823529,0.001325212
LA,22041,Franklin Parish,982.6923077,0.001669264
LA,22043,Grant Parish,1273.076923,0.002554617
LA,22045,Iberia Parish,1257.006369,0.002488662
LA,22047,Iberville Parish,1278.947368,0.00316951
LA,22049,Jackson Parish,1114.084507,0.002625038
LA,22051,Jefferson Parish,2308.661417,0.007024206
LA,22053,Jefferson Davis Pari,1115.702479,0.002107222
LA,22055,Lafayette Parish,2059.323671,0.006122356
LA,22057,Lafourche Parish,1754.029304,0.00406699
LA,22059,LaSalle Parish,1292.537313,0.002928872
LA,22061,Lincoln Parish,1703.67893,0.005095417
LA,22063,Livingston Parish,1358.629662,0.00489194
LA,22065,Madison Parish,1495.833333,0.002739914
LA,22067,Morehouse Parish,1197.142857,0.002960796
LA,22069,Natchitoches Parish,1606.878307,0.004142738
LA,22071,Orleans Parish,4214.489229,0.012186867
LA,22073,Ouachita Parish,1833.066933,0.005299358
LA,22075,Plaquemines Parish,1809.090909,0.004324483
LA,22077,Pointe Coupee Parish,1132.5,0.002691542
LA,22079,Rapides Parish,1985.552764,0.005259886
LA,22081,Red River Parish,956,0.001417262
LA,22083,Richland Parish,948.75,0.001976974
LA,22085,Sabine Parish,1108.536585,0.001952169
LA,22087,St. Bernard Parish,1340.243902,0.003217373
LA,22089,St. Charles Parish,1843.672014,0.006641747
LA,22091,St. Helena Parish,905.4054054,0.001594828
LA,22093,St. James Parish,1468.309859,0.003779447
LA,22095,St. John the Baptist,1246.439628,0.004283225
LA,22097,St. Landry Parish,1034.6875,0.001753008
LA,22099,St. Martin Parish,1357.589286,0.002687151
LA,22101,St. Mary Parish,1540.174672,0.003174157
LA,22103,St. Tammany Parish,2872.529259,0.011186536
LA,22105,Tangipahoa Parish,1279.296346,0.003846935
LA,22107,Tensas Parish,1846.153846,0.00339953
LA,22109,Terrebonne Parish,1576.582278,0.003588563
LA,22111,Union Parish,1012.745098,0.002407718
